headline,description,last_updated,tag,category,link
Ardhito Pramono Berbaju Tahanan Usai Terjerat Kasus Narkoba,,,,,https://news.kompas.com/#
Aksi The Brandals Hentak Panggung Nge-Gigs,,,,,https://news.kompas.com/#
Mengintip Persiapan Pebalet Namarina Youth Dance Jelang Pentas,,,,,https://news.kompas.com/#
"Merespons Pandemi, Namarina Youth Dance Gelar Pertunjukan Balet Virtual ",,,,,https://news.kompas.com/#
Angga Dwimas Sasongko dalam Bidikan Lensa,,,,,https://news.kompas.com/#
"Persidangan Terdakwa Anak, Terlalu Sederhanakah?",,24 Oktober 2024,Analisis,,https://news.kompas.com/#
Mekanisme Hukum Lelang Wilayah Izin Usaha Pertambangan,,,Konsultasi,,https://news.kompas.com/#
"Barang Gadai Hilang, Bagaimana Hukumnya?",,,Konsultasi,,https://news.kompas.com/#
Over Kredit Kendaraan Tanpa Persetujuan Perusahaan Pembiayaan,,,Konsultasi,,https://news.kompas.com/#
Aturan Hukum Penangguhan Penahanan,,,Konsultasi,,https://news.kompas.com/#
